account,age,amount,balance,card_present_flag,customer_id,date,first_name,gender,latitude,longitude,merchant_code,merchant_id,merchant_latitude,merchant_longitude,merchant_state,merchant_suburb,movement,status,transaction_id,txn_description,bin_age,year,month,day,hour,minute,dow,payment_period,annual_salary
ACC-1598451071,26,22.23,587.87,1.0,CUS-2487424745,2018-08-04,Diana,F,-27.95,153.41,,324eaa2a-4b1a-470b-a923-b94e72b7a8c2,-27.86,153.31,QLD,Upper Coomera,debit,authorized,c1534bac40344744b272fc08140e9696,SALES-POS,20-30,2018,8,4,4,41,Saturday,7 days,52855.65
ACC-1598451071,26,30.44,557.43,0.0,CUS-2487424745,2018-08-04,Diana,F,-27.95,153.41,,75b65ffc-1abf-4fae-9ab9-44a41247bb5a,-27.89,153.31,QLD,Oxenford,debit,authorized,2e019304a1bd47dc992d21255b24e165,SALES-POS,20-30,2018,8,4,9,33,Saturday,7 days,52855.65
ACC-1598451071,26,11.22,546.21,1.0,CUS-2487424745,2018-08-04,Diana,F,-27.95,153.41,,34d6657a-ebdf-489d-bb90-86dcf4d94639,-28.09,153.39,QLD,Robina,debit,authorized,15eef4224ab34d2bbd3151ba53c17327,SALES-POS,20-30,2018,8,4,10,44,Saturday,7 days,52855.65
ACC-1598451071,26,7.59,538.62,0.0,CUS-2487424745,2018-08-04,Diana,F,-27.95,153.41,,f4435455-d276-40ae-b24f-a4a6fbbe9916,-27.52,153.22,QLD,Alexandra Hills,debit,authorized,229e4e36180f4b388c8f215f797cf520,SALES-POS,20-30,2018,8,4,11,19,Saturday,7 days,52855.65
ACC-1598451071,26,2.0,536.62,1.0,CUS-2487424745,2018-08-04,Diana,F,-27.95,153.41,,a4d581b4-de41-47ae-9f1a-810a14dd318d,-27.49,152.97,QLD,Taringa,debit,authorized,a3a4f952a03040a98655205939a3f078,POS,20-30,2018,8,4,19,38,Saturday,7 days,52855.65
ACC-1598451071,26,8.09,528.53,0.0,CUS-2487424745,2018-08-04,Diana,F,-27.95,153.41,,248b0daa-3681-4ce7-aa87-60941e754b15,-28.17,153.53,QLD,Coolangatta,debit,authorized,28bcde4a2850428f84411c555b5c1d97,POS,20-30,2018,8,4,21,59,Saturday,7 days,52855.65
ACC-1598451071,26,11.48,517.05,0.0,CUS-2487424745,2018-08-05,Diana,F,-27.95,153.41,,d22c0bb7-5406-403f-a9bc-3e4d01f51df8,-33.85,151.03,NSW,Auburn,debit,authorized,7809827d85fc457d823cf80f0def3b6d,SALES-POS,20-30,2018,8,5,9,20,Sunday,7 days,52855.65
ACC-1598451071,26,2.85,514.2,1.0,CUS-2487424745,2018-08-05,Diana,F,-27.95,153.41,,52b227bb-c320-4201-8d08-e293e6d2e801,-28.87,153.56,NSW,Ballina,debit,authorized,3bf0b7a958334b5488334f0544556c7e,POS,20-30,2018,8,5,9,49,Sunday,7 days,52855.65
ACC-1598451071,26,7.54,506.66,1.0,CUS-2487424745,2018-08-05,Diana,F,-27.95,153.41,,45355f04-c1e4-41ca-93fd-a0e715b6e7f2,-27.93,153.34,QLD,Helensvale,debit,authorized,19330f81930843e1a00bcdffc649e17c,SALES-POS,20-30,2018,8,5,10,1,Sunday,7 days,52855.65
ACC-1598451071,26,17.71,488.95,1.0,CUS-2487424745,2018-08-05,Diana,F,-27.95,153.41,,05ab196b-f42c-4738-9d5a-bfd8b17055e2,-28.04,153.43,QLD,Mermaid Waters,debit,authorized,1fd8923bcbbd4746a952ff058497e93f,SALES-POS,20-30,2018,8,5,10,21,Sunday,7 days,52855.65
ACC-1598451071,26,33.82,455.13,1.0,CUS-2487424745,2018-08-06,Diana,F,-27.95,153.41,,d7160c68-7371-411c-aa52-9c0f39f5fff1,-34.77,138.63,SA,Salisbury Downs,debit,authorized,0c934978824040bc81bcb5a4cf4876cf,POS,20-30,2018,8,6,13,39,Monday,7 days,52855.65
ACC-1598451071,26,9.76,445.37,0.0,CUS-2487424745,2018-08-06,Diana,F,-27.95,153.41,,77aa0b0c-c684-4ae9-b387-8017dd022215,-28.26,153.58,NSW,Kingscliff,debit,authorized,913071e6b8254d648804c7ea5ffc0fb6,POS,20-30,2018,8,6,15,53,Monday,7 days,52855.65
ACC-1598451071,26,20.0,425.37,,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,,,,,,debit,posted,f0575037a5444f11a7947933b5659b17,INTER BANK,20-30,2018,8,7,2,0,Tuesday,7 days,52855.65
ACC-1598451071,26,36.0,389.37,,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,,,,,,debit,posted,7ddd508e3cb34b2f963003ab43a0c585,PAYMENT,20-30,2018,8,7,7,0,Tuesday,7 days,52855.65
ACC-1598451071,26,11.14,378.23,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,430c23a4-b449-4225-8c79-d7f274810e6e,-27.93,153.38,QLD,Arundel,debit,authorized,d7e77760b4d74382bf4610142e1aa48b,POS,20-30,2018,8,7,8,13,Tuesday,7 days,52855.65
ACC-1598451071,26,7.85,370.38,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,6a7723ac-8d34-4c11-a889-86425efdc1d5,-27.76,153.24,QLD,Ormeau,debit,authorized,64168ea78a73489d8a5c15d59a477c96,POS,20-30,2018,8,7,10,57,Tuesday,7 days,52855.65
ACC-1598451071,26,9.43,360.95,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,592ca063-02f5-437c-95e9-12818d48d3f7,-28.64,153.61,NSW,Byron Bay,debit,authorized,e324b43c055142d79013ecf1df4f3718,SALES-POS,20-30,2018,8,7,12,41,Tuesday,7 days,52855.65
ACC-1598451071,26,5.55,355.4,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,70a06eee-8c34-4bb2-a664-c962c5277930,-28.12,153.47,QLD,Palm Beach,debit,authorized,61896aa3b51842d9a7fc7c251e133efa,POS,20-30,2018,8,7,13,46,Tuesday,7 days,52855.65
ACC-1598451071,26,2.49,352.91,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,462e0fdf-e5b3-4d45-ad35-a6d3accb1843,-27.87,153.34,QLD,Hope Island,debit,authorized,78c1b7a9b2e94b2e8a71ae535af09f9b,SALES-POS,20-30,2018,8,7,15,26,Tuesday,7 days,52855.65
ACC-1598451071,26,11.27,341.64,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,9e569918-b62e-4730-a005-63940408281d,-28.06,153.44,QLD,Mermaid Beach,debit,authorized,55a63f6a55de45db806f7cd6710dbb16,POS,20-30,2018,8,7,15,43,Tuesday,7 days,52855.65
ACC-1598451071,26,8.4,333.24,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,0981935d-e304-4561-a782-c1b92474fee7,-27.97,153.4,QLD,Southport,debit,authorized,420538400675468fa80db95861c14023,SALES-POS,20-30,2018,8,7,18,9,Tuesday,7 days,52855.65
ACC-1598451071,26,3.26,329.98,1.0,CUS-2487424745,2018-08-07,Diana,F,-27.95,153.41,,08a01651-1bce-4462-ae8f-28d4b8660ca1,-28.12,153.47,QLD,Palm Beach,debit,authorized,13f26af3b47846c38d95f65f0765b870,SALES-POS,20-30,2018,8,7,19,10,Tuesday,7 days,52855.65
ACC-1598451071,26,7.57,1336.08,1.0,CUS-2487424745,2018-08-08,Diana,F,-27.95,153.41,,df4c4458-6b98-4e47-b245-e5566889929f,-27.85,153.3,QLD,Upper Coomera,debit,authorized,06e14931214a43f4aa5fc965ccaf20c3,POS,20-30,2018,8,8,16,19,Wednesday,7 days,52855.65
ACC-1598451071,26,5.81,1330.27,0.0,CUS-2487424745,2018-08-09,Diana,F,-27.95,153.41,,42aa7120-55a4-4f80-95b5-0a49f69ace7b,-27.96,153.4,QLD,Southport,debit,authorized,900fa95f73ef43608ff7efdeefcaca8d,POS,20-30,2018,8,9,15,7,Thursday,7 days,52855.65
ACC-1598451071,26,19.58,1310.69,1.0,CUS-2487424745,2018-08-09,Diana,F,-27.95,153.41,,84a31a99-0d2e-43c6-aa6c-dbf46b9ebac0,-28.08,153.39,QLD,Robina,debit,authorized,12ebaa4f00b94709b94741bff98c3ae9,SALES-POS,20-30,2018,8,9,15,37,Thursday,7 days,52855.65
ACC-1598451071,26,92.0,1218.69,,CUS-2487424745,2018-08-09,Diana,F,-27.95,153.41,,,,,,,debit,posted,c7fce5692d1a4395bad0bed9190450dc,INTER BANK,20-30,2018,8,9,16,0,Thursday,7 days,52855.65
ACC-1598451071,26,9.67,1209.02,0.0,CUS-2487424745,2018-08-09,Diana,F,-27.95,153.41,,c9aac2c8-cce7-42c4-b27b-292ff1c527de,-28.07,153.35,QLD,Tallai,debit,authorized,22d54c5542b648f6b0a0fd9e73467bae,POS,20-30,2018,8,9,19,28,Thursday,7 days,52855.65
ACC-1598451071,26,3.01,1206.01,1.0,CUS-2487424745,2018-08-09,Diana,F,-27.95,153.41,,f8ed9a68-00cf-41ea-9ea9-4458ae8451f2,-27.85,153.34,QLD,Coomera,debit,authorized,fee0448b547a48ffbc2427b5faf6790a,POS,20-30,2018,8,9,20,51,Thursday,7 days,52855.65
ACC-1598451071,26,4.03,1201.98,1.0,CUS-2487424745,2018-08-09,Diana,F,-27.95,153.41,,3f3477b8-9140-472e-98b8-35d5f6137ee3,-28.57,153.53,NSW,Brunswick Heads,debit,authorized,3d45e4cdbc5948369687500f45370d27,SALES-POS,20-30,2018,8,9,21,30,Thursday,7 days,52855.65
ACC-1598451071,26,4.02,1197.96,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,0db41b51-10e9-49d0-b6bd-2bb840dd76a9,-27.86,153.31,QLD,Coomera,debit,authorized,6c34778caf934f2c98d1e02320b685d9,POS,20-30,2018,8,10,1,12,Friday,7 days,52855.65
ACC-1598451071,26,6.38,1191.58,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,6ec8d30a-238b-4780-9ad5-b3522e4d5d06,-27.74,153.22,QLD,Yatala,debit,authorized,e42df6266c784b349d44ff10f297b54b,SALES-POS,20-30,2018,8,10,1,33,Friday,7 days,52855.65
ACC-1598451071,26,9.4,1182.18,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,1398e27b-ea17-4a5b-bc57-2bc2a8971e49,-27.8,153.1,QLD,Logan Village,debit,authorized,d1823cff86ab429d9767fb895e44078b,SALES-POS,20-30,2018,8,10,2,21,Friday,7 days,52855.65
ACC-1598451071,26,8.83,1173.35,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,8d3e868f-f125-4bda-99d8-4a7dc760b94d,-28.11,153.41,QLD,Reedy Creek,debit,authorized,5cc812fae6db4dd59b2681d1b75dd061,POS,20-30,2018,8,10,12,22,Friday,7 days,52855.65
ACC-1598451071,26,5.34,1168.01,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,664250bc-4ca4-4fa3-9a6a-d55e1609e2e7,-27.96,153.38,QLD,Southport,debit,authorized,ed1713aa549e40d69e7b65595e9f41da,POS,20-30,2018,8,10,13,32,Friday,7 days,52855.65
ACC-1598451071,26,6.59,1161.42,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,ae5366f9-cc5a-4d42-afb4-24d070b3cb24,-29.43,153.33,NSW,Yamba,debit,authorized,b6fdeb1b787b43d3ad8c6e57cf637b59,POS,20-30,2018,8,10,19,48,Friday,7 days,52855.65
ACC-1598451071,26,9.15,1152.27,0.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,3276a7a6-7fba-4312-a45d-5f2d27f6a55f,-27.98,153.41,QLD,Southport,debit,authorized,37a7682616af461db27831026e7a82dc,SALES-POS,20-30,2018,8,10,21,17,Friday,7 days,52855.65
ACC-1598451071,26,3.01,1149.26,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,9da2c9c4-5b1b-4a83-88f2-97c81f21c562,-27.51,153.05,QLD,Greenslopes,debit,authorized,96897b409f944dcc981211460dea2416,POS,20-30,2018,8,10,21,23,Friday,7 days,52855.65
ACC-1598451071,26,8.91,1140.35,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,dd29f230-3c0d-44c7-9267-83f10696bbd2,-27.99,153,QLD,Beaudesert,debit,authorized,1d506a04f0004f6f8d079f29eb23c05a,POS,20-30,2018,8,10,21,41,Friday,7 days,52855.65
ACC-1598451071,26,6.9,1133.45,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,2e0d3b49-8348-4697-ad34-ecc1303494de,-27.98,153.42,QLD,Main Beach,debit,authorized,69e923af03614ba68093a26670029d7b,SALES-POS,20-30,2018,8,10,21,47,Friday,7 days,52855.65
ACC-1598451071,26,13.21,1120.24,1.0,CUS-2487424745,2018-08-10,Diana,F,-27.95,153.41,,bc646123-57a9-4b89-9d9d-90f75c28e41e,-27.77,153.24,QLD,Ormeau,debit,authorized,229b7f0814c54e17a46ffe20127bccdf,POS,20-30,2018,8,10,23,36,Friday,7 days,52855.65
ACC-1598451071,26,6.31,1113.93,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,91a7806c-a87e-4187-adcf-466565f3c7a4,-28.05,153.41,QLD,Mermaid Waters,debit,authorized,55569919eb9a476e96a2d99d085d4335,SALES-POS,20-30,2018,8,11,8,2,Saturday,7 days,52855.65
ACC-1598451071,26,10.62,1103.31,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,a6f73114-758b-47d9-a7f1-cd084a2d74d6,-27.86,153.35,QLD,Hope Island,debit,authorized,ee9d955a38e84e36910437560cdcce52,POS,20-30,2018,8,11,14,51,Saturday,7 days,52855.65
ACC-1598451071,26,11.65,1091.66,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,803f3eb6-97e0-4d0f-961f-53168b5de7f5,-27.76,153.33,QLD,Woongoolba,debit,authorized,dae34d2367c144a6a4a8af9d90e921f6,SALES-POS,20-30,2018,8,11,14,58,Saturday,7 days,52855.65
ACC-1598451071,26,8.61,1083.05,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,f75cba91-43f5-48cb-83ac-c4c2254e0028,-28.85,153.45,NSW,Alstonville,debit,authorized,66af8d9f866244c187127002177b2747,SALES-POS,20-30,2018,8,11,15,20,Saturday,7 days,52855.65
ACC-1598451071,26,14.17,1068.88,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,06beb97d-453e-40d1-bab2-0a60d374fbdd,-27.93,153.34,QLD,Helensvale,debit,authorized,5ca017fe8f8b4364a9cb53bec5710110,SALES-POS,20-30,2018,8,11,21,1,Saturday,7 days,52855.65
ACC-1598451071,26,19.64,1049.24,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,5257cedb-4dfe-4584-9352-73b88ba737f8,-27.7,152.67,QLD,Willowbank,debit,authorized,bf4beb3992c2447db070a6ba8176f3b4,POS,20-30,2018,8,11,21,5,Saturday,7 days,52855.65
ACC-1598451071,26,6.51,1042.73,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,b5710e25-2a62-4c66-ae67-230befcf698d,-28.11,153.46,QLD,Palm Beach,debit,authorized,e6392f8fe90245ee9ae4c6599cd670b5,SALES-POS,20-30,2018,8,11,23,15,Saturday,7 days,52855.65
ACC-1598451071,26,14.86,1027.87,1.0,CUS-2487424745,2018-08-11,Diana,F,-27.95,153.41,,b16fad42-e29d-461c-9b88-207d0cbee2d8,-27.51,153.03,QLD,Annerley,debit,authorized,96be4dcc8e994f61a86f475fc10e3427,SALES-POS,20-30,2018,8,11,23,42,Saturday,7 days,52855.65
ACC-1598451071,26,209.16,818.71,1.0,CUS-2487424745,2018-08-12,Diana,F,-27.95,153.41,,d00d2c9a-883a-4564-806f-54b6533d5472,-33.87,151.21,NSW,Sydney,debit,authorized,9ae35a7ad1c448a48d675ef232ea07f7,SALES-POS,20-30,2018,8,12,9,43,Sunday,7 days,52855.65
ACC-1598451071,26,4.88,813.83,1.0,CUS-2487424745,2018-08-12,Diana,F,-27.95,153.41,,13a86f3d-9de1-4ab0-9700-e31af20b9133,-27.87,153.33,QLD,Coomera,debit,authorized,76f3bcee72384302b4665bd6e6082989,SALES-POS,20-30,2018,8,12,12,27,Sunday,7 days,52855.65
ACC-1598451071,26,9.87,803.96,1.0,CUS-2487424745,2018-08-12,Diana,F,-27.95,153.41,,2eb7ecb2-f70e-4578-8bfe-59d6308596ba,-27.47,153.03,QLD,Brisbane City,debit,authorized,e909a6a4fefc4e2b8f7e4ecf8cb5f267,SALES-POS,20-30,2018,8,12,13,25,Sunday,7 days,52855.65
ACC-1598451071,26,6.01,797.95,1.0,CUS-2487424745,2018-08-12,Diana,F,-27.95,153.41,,be172563-5944-47ae-ad39-c01576a33450,-37.82,144.97,VIC,Melbourne,debit,authorized,a5b266c0900b453fbe71491650b88755,POS,20-30,2018,8,12,16,39,Sunday,7 days,52855.65
ACC-1598451071,26,2.89,795.06,1.0,CUS-2487424745,2018-08-12,Diana,F,-27.95,153.41,,9c7e1fd1-943f-4c33-ac5a-736c3b81e307,-28.12,153.47,QLD,Palm Beach,debit,authorized,a9a375f5f9ee466d9b3ec5f88a70333e,SALES-POS,20-30,2018,8,12,20,53,Sunday,7 days,52855.65
ACC-1598451071,26,43.91,751.15,1.0,CUS-2487424745,2018-08-12,Diana,F,-27.95,153.41,,9ebd2935-4904-4580-9d45-1c8122e30afc,-27.82,153.32,QLD,Pimpama,debit,authorized,f719c98a7c254fcc9890c5e41e7f927f,SALES-POS,20-30,2018,8,12,21,1,Sunday,7 days,52855.65
ACC-1598451071,26,7.49,743.66,1.0,CUS-2487424745,2018-08-12,Diana,F,-27.95,153.41,,b24fe67f-27b4-4336-9d7d-d931c55053d3,-28.03,153.42,QLD,Broadbeach Waters,debit,authorized,d6a346e3668741799d1e9ab429189c3b,SALES-POS,20-30,2018,8,12,21,39,Sunday,7 days,52855.65
ACC-1598451071,26,14.46,729.2,1.0,CUS-2487424745,2018-08-13,Diana,F,-27.95,153.41,,8450f2c4-45ce-41bc-aa05-25014aec43ee,-27.91,153.34,QLD,Helensvale,debit,authorized,48fbbc450d944adeb4209d9ea56860d4,POS,20-30,2018,8,13,9,41,Monday,7 days,52855.65
ACC-1598451071,26,16.77,712.43,1.0,CUS-2487424745,2018-08-13,Diana,F,-27.95,153.41,,983a6731-95b8-4566-a5d4-540189ad384b,-28.08,153.35,QLD,Mudgeeraba,debit,authorized,be7c121ec6ee49b78722b91c63dfbee4,POS,20-30,2018,8,13,10,13,Monday,7 days,52855.65
ACC-1598451071,26,32.99,679.44,1.0,CUS-2487424745,2018-08-13,Diana,F,-27.95,153.41,,f5ae2ba9-8ffc-4d9f-bb7f-4ef5439a096e,-27.76,153.23,QLD,Yatala,debit,authorized,6ef7df512f564caa924e5e96d7892a4b,SALES-POS,20-30,2018,8,13,10,21,Monday,7 days,52855.65
ACC-1598451071,26,11.61,667.83,1.0,CUS-2487424745,2018-08-13,Diana,F,-27.95,153.41,,16f75a10-939f-4d59-9eeb-fc87e424489c,-28.03,153.43,QLD,Broadbeach,debit,authorized,f4a6e510b0464d74a0a1c267b53614f6,POS,20-30,2018,8,13,10,46,Monday,7 days,52855.65
ACC-1598451071,26,6.97,660.86,1.0,CUS-2487424745,2018-08-13,Diana,F,-27.95,153.41,,86703c27-a871-4aab-ab19-5133e765c7dd,-28.09,153.42,QLD,Varsity Lakes,debit,authorized,c466176dcb414982bc67091055c4d1c2,SALES-POS,20-30,2018,8,13,11,9,Monday,7 days,52855.65
ACC-1598451071,26,42.0,618.86,1.0,CUS-2487424745,2018-08-13,Diana,F,-27.95,153.41,,2923fb5b-08fe-468c-8c95-e8529b75f52c,-28.87,153.56,NSW,Ballina,debit,authorized,9efccee0adc740f185b8142ce9abb846,POS,20-30,2018,8,13,19,22,Monday,7 days,52855.65
